not blocked,blocked,|,dm,follow,memes,funny,lifestyle,post,business,daily,remov,fan,content,dose,enquiries,ad,creator,clips,promo,üìç,france,backup,admin,inquiries,tik,influencer,4k,tips,collab,tok,viral,hacked,feed,relatable,curator,ads,positivity,reels,goal,0k,1k,2k,3k,5k,6k,7k,8k,9k,investor,crypto,bitcoin,trades,entrepreneur,study,üîû,fitness,weightlift,model,exercise,language
66,34,16,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,34,16,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,34,16,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,34,16,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,34,16,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,35,17,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,35,17,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,35,17,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,36,18,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,36,18,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,36,18,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,36,18,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,36,18,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,36,18,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,36,18,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,36,18,10,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,37,18,11,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,37,18,11,8,10,6,6,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,38,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,3,3,3,0,1,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,39,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,39,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,39,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,39,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,39,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,39,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,0,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,40,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,40,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,40,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,40,19,11,9,11,7,7,1,1,0,0,2,0,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,41,20,11,9,11,7,7,1,1,1,0,2,1,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,41,20,11,9,11,7,7,1,1,1,0,2,1,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,41,20,11,9,11,7,7,1,1,1,0,2,1,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,41,20,11,9,11,7,7,1,1,1,0,2,1,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,42,21,12,9,11,7,7,1,1,1,1,2,1,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,43,22,13,9,11,7,7,1,1,1,2,2,1,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,44,23,13,9,11,7,7,1,1,1,2,2,1,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,45,24,13,9,11,7,7,1,1,2,2,2,2,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,46,25,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,46,25,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,46,25,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,46,25,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,46,25,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,46,25,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,46,25,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,46,25,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,47,26,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,47,26,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,47,26,13,9,11,7,7,1,1,3,2,2,3,0,0,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,48,27,14,9,11,7,7,1,2,4,2,2,3,1,1,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,49,28,15,9,11,7,7,1,3,5,2,2,3,2,2,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,50,29,16,9,11,7,7,1,4,6,2,2,3,3,3,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,51,30,17,9,11,7,7,1,5,7,2,2,3,4,4,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,52,31,18,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,52,31,18,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,52,31,18,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,53,31,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,53,31,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,53,31,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,53,31,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,53,31,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,54,32,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,54,32,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,54,32,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,54,32,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,54,32,19,9,11,7,7,1,6,8,2,2,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,55,32,19,9,11,7,7,1,6,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,56,32,19,10,11,7,7,1,7,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,57,33,19,10,11,7,7,1,7,8,2,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,58,34,20,10,11,7,7,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,58,34,20,10,11,7,7,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,59,35,20,11,12,8,8,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,60,36,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,61,37,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,61,37,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,61,37,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,61,37,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,61,37,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,61,37,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,62,38,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,63,39,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,63,39,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,63,39,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,1,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,64,39,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,2,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,65,39,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,3,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,65,39,20,12,13,9,9,1,7,8,3,3,3,5,5,4,4,3,3,1,3,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,66,40,20,13,14,10,10,1,7,8,3,3,3,5,5,4,4,3,3,1,3,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,67,41,20,14,15,11,11,1,7,8,3,3,3,5,5,4,4,3,3,1,3,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,68,42,20,14,15,11,11,1,7,8,3,3,3,5,5,4,4,3,3,1,3,1,0,0,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,69,42,21,15,15,11,11,1,7,8,4,4,4,5,5,4,4,3,3,1,3,1,0,1,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,70,42,22,16,15,11,11,1,7,8,5,5,5,5,5,4,4,3,3,1,3,1,0,2,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,70,42,22,16,15,11,11,1,7,8,5,5,5,5,5,4,4,3,3,1,3,1,0,2,2,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
